doctor_id,specialization,experience_years,performance_rating,department
D46369,Pediatrics,34,3.42,Pediatrics
D46370,Orthopedics,26,1.98,Orthopedics
D46371,Gastroenterology,17,1.71,Gastroenterology
D46372,Emergency,34,3.19,Emergency
D46373,Emergency,4,2.41,Emergency
D46374,Gastroenterology,14,4.02,Gastroenterology
D46375,Pediatrics,2,2.76,Pediatrics
D46376,Emergency,6,1.95,Emergency
D46377,Pediatrics,9,2.51,Pediatrics
D46378,Urology,24,4.01,Urology
D46379,Urology,14,1.1,Urology
D46380,Oncology,13,3.95,Oncology
D46381,Emergency,11,1.86,Emergency
D46382,Gastroenterology,40,3.29,Gastroenterology
D46383,Pediatrics,25,2.47,Pediatrics
D46384,Orthopedics,30,3.57,Orthopedics
D46385,Urology,24,1.37,Urology
D46386,Oncology,34,1.08,Oncology
D46387,Emergency,23,3.97,Emergency
D46388,Emergency,19,2.81,Emergency
D46389,Emergency,1,2.74,Emergency
D46390,Orthopedics,15,1.87,Orthopedics
D46391,Urology,16,4.23,Urology
D46392,Orthopedics,34,2.06,Orthopedics
D46393,Urology,1,4.18,Urology
D46394,Emergency,22,2.01,Emergency
D46395,Urology,2,2.57,Urology
D46396,Emergency,13,1.28,Emergency
D46397,Cardiology,35,2.9,Cardiology
D46398,Urology,21,3.9,Urology
D46399,Pediatrics,8,3.32,Pediatrics
D46400,Urology,29,3.97,Urology
D46401,Emergency,9,3.24,Emergency
D46402,Pediatrics,4,4.58,Pediatrics
D46403,Oncology,3,4.94,Oncology
D46404,Pediatrics,4,3.99,Pediatrics
D46405,Pediatrics,27,2.8,Pediatrics
D46406,Urology,37,2.9,Urology
D46407,Neurology,30,3.59,Neurology
D46408,Pediatrics,15,1.84,Pediatrics
D46409,Pediatrics,16,2.26,Pediatrics
D46410,Gastroenterology,28,2.71,Gastroenterology
D46411,Emergency,12,1.7,Emergency
D46412,Urology,25,1.17,Urology
D46413,Emergency,28,3.2,Emergency
D46414,Urology,4,2.83,Urology
D46415,Orthopedics,35,4.32,Orthopedics
D46416,Oncology,39,3.38,Oncology
D46417,Neurology,5,4.23,Neurology
D46418,Pediatrics,29,2.43,Pediatrics
D46419,Gastroenterology,17,3.58,Gastroenterology
D46420,Urology,31,3.3,Urology
D46421,Pediatrics,12,4.4,Pediatrics
D46422,Pediatrics,36,3.6,Pediatrics
D46423,Cardiology,31,1.13,Cardiology
D46424,Orthopedics,11,3.21,Orthopedics
D46425,Orthopedics,39,3.58,Orthopedics
D46426,Emergency,30,3.87,Emergency
D46427,Orthopedics,32,3.72,Orthopedics
D46428,Orthopedics,8,4.75,Orthopedics
D46429,Orthopedics,10,2.79,Orthopedics
D46430,Neurology,11,1.11,Neurology
D46431,Gastroenterology,27,1.24,Gastroenterology
D46432,Urology,6,1.97,Urology
D46433,Orthopedics,6,1.12,Orthopedics
D46434,Oncology,39,1.98,Oncology
D46435,Neurology,30,1.35,Neurology
D46436,Cardiology,18,1.88,Cardiology
D46437,Emergency,39,1.42,Emergency
D46438,Oncology,39,1.25,Oncology
D46439,Oncology,14,1.24,Oncology
D46440,Pediatrics,15,2.86,Pediatrics
D46441,Emergency,36,2.04,Emergency
D46442,Cardiology,23,4.92,Cardiology
D46443,Urology,36,1.34,Urology
D46444,Urology,25,1.34,Urology
D46445,Cardiology,9,3.82,Cardiology
D46446,Pediatrics,37,2.46,Pediatrics
D46447,Pediatrics,24,1.28,Pediatrics
D46448,Oncology,19,3.59,Oncology
D46449,Orthopedics,36,3.42,Orthopedics
D46450,Emergency,34,3.24,Emergency
D46451,Oncology,11,3.09,Oncology
D46452,Orthopedics,35,3.0,Orthopedics
D46453,Gastroenterology,28,3.66,Gastroenterology
D46454,Gastroenterology,31,2.33,Gastroenterology
D46455,Urology,36,2.88,Urology
D46456,Cardiology,33,2.5,Cardiology
D46457,Emergency,15,2.47,Emergency
D46458,Cardiology,2,2.52,Cardiology
D46459,Emergency,39,1.05,Emergency
D46460,Neurology,27,1.22,Neurology
D46461,Urology,16,2.77,Urology
D46462,Urology,3,1.15,Urology
D46463,Neurology,27,4.75,Neurology
D46464,Emergency,32,4.62,Emergency
D46465,Pediatrics,35,2.87,Pediatrics
D46466,Emergency,24,2.04,Emergency
D46467,Urology,7,4.23,Urology
D46468,Gastroenterology,40,3.79,Gastroenterology
D46469,Cardiology,19,4.44,Cardiology
D46470,Oncology,5,4.52,Oncology
D46471,Cardiology,39,3.29,Cardiology
D46472,Urology,8,4.67,Urology
D46473,Cardiology,25,3.54,Cardiology
D46474,Pediatrics,22,1.89,Pediatrics
D46475,Pediatrics,2,2.05,Pediatrics
D46476,Gastroenterology,40,2.47,Gastroenterology
D46477,Emergency,10,4.57,Emergency
D46478,Orthopedics,18,4.96,Orthopedics
D46479,Cardiology,25,3.1,Cardiology
D46480,Cardiology,16,1.24,Cardiology
D46481,Urology,15,1.06,Urology
D46482,Emergency,7,4.52,Emergency
D46483,Emergency,12,1.98,Emergency
D46484,Cardiology,32,4.7,Cardiology
D46485,Oncology,3,1.17,Oncology
D46486,Cardiology,1,1.23,Cardiology
D46487,Cardiology,23,3.59,Cardiology
D46488,Cardiology,35,3.88,Cardiology
D46489,Pediatrics,1,1.99,Pediatrics
D46490,Neurology,20,3.94,Neurology
D46491,Emergency,16,1.8,Emergency
D46492,Neurology,37,1.86,Neurology
D46493,Pediatrics,35,2.34,Pediatrics
D46494,Oncology,37,1.01,Oncology
D46495,Orthopedics,1,2.46,Orthopedics
D46496,Urology,34,3.5,Urology
D46497,Gastroenterology,21,4.98,Gastroenterology
D46498,Oncology,26,2.77,Oncology
D46499,Emergency,14,1.56,Emergency
D46500,Urology,18,4.63,Urology
D46501,Neurology,24,3.67,Neurology
D46502,Oncology,35,3.36,Oncology
D46503,Emergency,1,1.35,Emergency
D46504,Gastroenterology,16,1.41,Gastroenterology
D46505,Orthopedics,39,4.79,Orthopedics
D46506,Orthopedics,38,3.72,Orthopedics
D46507,Gastroenterology,21,4.36,Gastroenterology
D46508,Oncology,24,1.32,Oncology
D46509,Urology,26,4.8,Urology
D46510,Urology,39,3.42,Urology
D46511,Oncology,18,3.83,Oncology
D46512,Pediatrics,24,2.71,Pediatrics
D46513,Oncology,28,1.28,Oncology
D46514,Neurology,20,3.83,Neurology
D46515,Oncology,39,3.26,Oncology
D46516,Oncology,17,1.81,Oncology
D46517,Pediatrics,21,2.65,Pediatrics
D46518,Cardiology,18,4.18,Cardiology
D46519,Urology,2,3.96,Urology
D46520,Neurology,37,4.56,Neurology
D46521,Emergency,36,1.89,Emergency
D46522,Urology,17,3.37,Urology
D46523,Urology,6,4.99,Urology
D46524,Cardiology,35,2.8,Cardiology
D46525,Urology,40,1.45,Urology
D46526,Urology,34,2.66,Urology
D46527,Pediatrics,22,4.54,Pediatrics
D46528,Pediatrics,37,2.65,Pediatrics
D46529,Pediatrics,32,2.55,Pediatrics
D46530,Pediatrics,10,1.07,Pediatrics
D46531,Pediatrics,6,3.14,Pediatrics
D46532,Orthopedics,13,4.98,Orthopedics
D46533,Neurology,6,1.93,Neurology
D46534,Emergency,36,4.03,Emergency
D46535,Cardiology,33,1.61,Cardiology
D46536,Oncology,2,2.45,Oncology
D46537,Gastroenterology,16,3.33,Gastroenterology
D46538,Neurology,40,1.88,Neurology
D46539,Pediatrics,25,2.44,Pediatrics
D46540,Cardiology,20,4.55,Cardiology
D46541,Oncology,27,1.32,Oncology
D46542,Urology,15,4.54,Urology
D46543,Orthopedics,40,2.13,Orthopedics
D46544,Orthopedics,10,1.38,Orthopedics
D46545,Neurology,38,2.93,Neurology
D46546,Urology,27,2.1,Urology
D46547,Cardiology,17,4.87,Cardiology
D46548,Emergency,22,2.02,Emergency
D46549,Emergency,39,4.48,Emergency
D46550,Orthopedics,14,4.88,Orthopedics
D46551,Cardiology,28,2.46,Cardiology
D46552,Gastroenterology,8,2.48,Gastroenterology
D46553,Gastroenterology,8,4.53,Gastroenterology
D46554,Emergency,29,2.9,Emergency
D46555,Gastroenterology,1,3.83,Gastroenterology
D46556,Emergency,9,2.85,Emergency
D46557,Urology,8,2.57,Urology
D46558,Gastroenterology,4,4.72,Gastroenterology
D46559,Emergency,21,2.76,Emergency
D46560,Emergency,5,3.24,Emergency
D46561,Cardiology,38,4.06,Cardiology
D46562,Emergency,23,3.69,Emergency
D46563,Gastroenterology,23,4.85,Gastroenterology
D46564,Orthopedics,2,3.96,Orthopedics
D46565,Orthopedics,3,4.06,Orthopedics
D46566,Gastroenterology,11,2.59,Gastroenterology
D46567,Neurology,28,2.66,Neurology
D46568,Pediatrics,3,1.32,Pediatrics
D46569,Pediatrics,9,3.93,Pediatrics
D46570,Cardiology,32,1.13,Cardiology
D46571,Pediatrics,10,1.58,Pediatrics
D46572,Urology,12,4.21,Urology
D46573,Neurology,20,1.75,Neurology
D46574,Neurology,12,1.88,Neurology
D46575,Cardiology,9,4.4,Cardiology
D46576,Gastroenterology,25,2.54,Gastroenterology
D46577,Emergency,11,2.79,Emergency
D46578,Pediatrics,9,3.16,Pediatrics
D46579,Urology,13,1.9,Urology
D46580,Gastroenterology,13,4.04,Gastroenterology
D46581,Cardiology,7,3.76,Cardiology
D46582,Gastroenterology,12,3.96,Gastroenterology
D46583,Cardiology,23,2.17,Cardiology
D46584,Emergency,27,1.68,Emergency
D46585,Oncology,28,4.55,Oncology
D46586,Orthopedics,31,2.41,Orthopedics
D46587,Pediatrics,34,1.31,Pediatrics
D46588,Urology,12,3.08,Urology
D46589,Cardiology,4,4.37,Cardiology
D46590,Gastroenterology,20,2.14,Gastroenterology
D46591,Pediatrics,36,1.23,Pediatrics
D46592,Gastroenterology,3,4.57,Gastroenterology
D46593,Urology,29,2.24,Urology
D46594,Neurology,6,3.47,Neurology
D46595,Neurology,5,1.71,Neurology
D46596,Orthopedics,35,3.24,Orthopedics
D46597,Orthopedics,12,2.84,Orthopedics
D46598,Urology,38,4.89,Urology
D46599,Orthopedics,20,1.73,Orthopedics
D46600,Neurology,25,3.51,Neurology
D46601,Cardiology,32,4.3,Cardiology
D46602,Pediatrics,3,1.44,Pediatrics
D46603,Urology,1,3.37,Urology
D46604,Cardiology,1,3.74,Cardiology
D46605,Pediatrics,2,4.24,Pediatrics
D46606,Pediatrics,13,3.03,Pediatrics
D46607,Cardiology,18,2.81,Cardiology
D46608,Pediatrics,21,3.78,Pediatrics
D46609,Oncology,2,4.62,Oncology
D46610,Urology,24,2.55,Urology
D46611,Urology,6,2.76,Urology
D46612,Pediatrics,3,2.22,Pediatrics
D46613,Cardiology,14,3.56,Cardiology
D46614,Emergency,31,1.37,Emergency
D46615,Orthopedics,30,2.26,Orthopedics
D46616,Neurology,9,2.11,Neurology
D46617,Pediatrics,1,3.29,Pediatrics
D46618,Emergency,38,3.27,Emergency
D46619,Pediatrics,29,2.62,Pediatrics
D46620,Emergency,25,3.34,Emergency
D46621,Pediatrics,39,1.61,Pediatrics
D46622,Cardiology,20,1.61,Cardiology
D46623,Neurology,12,3.24,Neurology
D46624,Gastroenterology,34,3.79,Gastroenterology
D46625,Gastroenterology,22,3.37,Gastroenterology
D46626,Emergency,14,2.02,Emergency
D46627,Orthopedics,28,1.4,Orthopedics
D46628,Orthopedics,7,4.71,Orthopedics
D46629,Oncology,6,2.77,Oncology
D46630,Cardiology,36,1.35,Cardiology
D46631,Neurology,32,3.93,Neurology
D46632,Pediatrics,26,1.09,Pediatrics
D46633,Emergency,6,3.87,Emergency
D46634,Orthopedics,34,1.37,Orthopedics
D46635,Neurology,29,3.83,Neurology
D46636,Urology,6,4.6,Urology
D46637,Orthopedics,1,3.17,Orthopedics
D46638,Cardiology,8,1.17,Cardiology
D46639,Emergency,8,2.68,Emergency
D46640,Cardiology,26,1.57,Cardiology
D46641,Emergency,22,2.6,Emergency
D46642,Gastroenterology,16,2.9,Gastroenterology
D46643,Urology,10,1.35,Urology
D46644,Oncology,17,3.38,Oncology
D46645,Urology,8,1.21,Urology
D46646,Pediatrics,20,3.97,Pediatrics
D46647,Cardiology,1,3.68,Cardiology
D46648,Oncology,31,2.36,Oncology
D46649,Cardiology,22,1.3,Cardiology
D46650,Neurology,25,4.23,Neurology
D46651,Emergency,12,3.84,Emergency
D46652,Pediatrics,29,2.42,Pediatrics
D46653,Pediatrics,2,2.19,Pediatrics
D46654,Cardiology,14,2.65,Cardiology
D46655,Gastroenterology,24,4.87,Gastroenterology
D46656,Pediatrics,25,2.46,Pediatrics
D46657,Orthopedics,24,1.83,Orthopedics
D46658,Cardiology,12,4.07,Cardiology
D46659,Emergency,3,3.82,Emergency
D46660,Emergency,15,1.63,Emergency
D46661,Cardiology,10,4.27,Cardiology
D46662,Urology,10,3.36,Urology
D46663,Urology,40,2.2,Urology
D46664,Emergency,27,2.39,Emergency
D46665,Oncology,6,4.22,Oncology
D46666,Orthopedics,38,2.3,Orthopedics
D46667,Urology,30,3.76,Urology
D46668,Cardiology,9,1.06,Cardiology
D46669,Emergency,40,2.12,Emergency
D46670,Pediatrics,33,2.02,Pediatrics
D46671,Pediatrics,23,4.5,Pediatrics
D46672,Gastroenterology,21,4.82,Gastroenterology
D46673,Orthopedics,1,4.52,Orthopedics
D46674,Urology,40,1.93,Urology
D46675,Oncology,12,2.22,Oncology
D46676,Neurology,35,4.22,Neurology
D46677,Urology,23,1.07,Urology
D46678,Oncology,34,4.89,Oncology
D46679,Urology,34,4.4,Urology
D46680,Pediatrics,27,1.26,Pediatrics
D46681,Oncology,32,2.58,Oncology
D46682,Pediatrics,19,3.73,Pediatrics
D46683,Orthopedics,18,1.32,Orthopedics
D46684,Gastroenterology,8,3.7,Gastroenterology
D46685,Cardiology,35,3.69,Cardiology
D46686,Cardiology,36,3.22,Cardiology
D46687,Emergency,28,2.57,Emergency
D46688,Pediatrics,36,1.45,Pediatrics
D46689,Pediatrics,38,1.73,Pediatrics
D46690,Gastroenterology,39,4.26,Gastroenterology
D46691,Emergency,40,4.59,Emergency
D46692,Orthopedics,5,3.44,Orthopedics
D46693,Cardiology,38,1.98,Cardiology
D46694,Cardiology,13,3.12,Cardiology
D46695,Oncology,15,1.83,Oncology
D46696,Oncology,4,2.37,Oncology
D46697,Neurology,38,3.51,Neurology
D46698,Gastroenterology,31,2.39,Gastroenterology
D46699,Cardiology,30,4.83,Cardiology
D46700,Neurology,2,4.87,Neurology
D46701,Urology,7,1.7,Urology
D46702,Pediatrics,9,2.76,Pediatrics
D46703,Oncology,29,3.59,Oncology
D46704,Urology,30,4.1,Urology
D46705,Oncology,19,3.21,Oncology
D46706,Emergency,22,2.08,Emergency
D46707,Pediatrics,36,4.88,Pediatrics
D46708,Neurology,3,3.72,Neurology
D46709,Orthopedics,30,1.83,Orthopedics
D46710,Neurology,37,3.88,Neurology
D46711,Orthopedics,16,3.73,Orthopedics
D46712,Orthopedics,2,1.44,Orthopedics
D46713,Oncology,11,2.5,Oncology
D46714,Cardiology,28,4.95,Cardiology
D46715,Gastroenterology,29,3.49,Gastroenterology
D46716,Neurology,27,4.64,Neurology
D46717,Emergency,6,2.87,Emergency
D46718,Emergency,38,2.75,Emergency
D46719,Cardiology,18,2.23,Cardiology
D46720,Emergency,40,3.03,Emergency
D46721,Gastroenterology,5,1.5,Gastroenterology
D46722,Pediatrics,10,3.43,Pediatrics
D46723,Oncology,22,4.32,Oncology
D46724,Emergency,24,3.83,Emergency
D46725,Pediatrics,7,2.57,Pediatrics
D46726,Cardiology,33,3.16,Cardiology
D46727,Oncology,12,4.03,Oncology
D46728,Cardiology,17,1.72,Cardiology
D46729,Oncology,36,1.9,Oncology
D46730,Gastroenterology,34,4.92,Gastroenterology
D46731,Emergency,20,1.09,Emergency
D46732,Emergency,15,1.14,Emergency
D46733,Oncology,9,3.72,Oncology
D46734,Pediatrics,16,2.81,Pediatrics
D46735,Pediatrics,8,1.7,Pediatrics
D46736,Pediatrics,23,1.06,Pediatrics
D46737,Urology,7,4.23,Urology
D46738,Neurology,28,4.9,Neurology
D46739,Neurology,31,3.7,Neurology
D46740,Neurology,40,4.29,Neurology
D46741,Pediatrics,10,1.9,Pediatrics
D46742,Emergency,15,4.83,Emergency
D46743,Gastroenterology,7,3.02,Gastroenterology
D46744,Urology,22,1.86,Urology
D46745,Orthopedics,22,3.23,Orthopedics
D46746,Orthopedics,39,1.81,Orthopedics
D46747,Pediatrics,21,4.72,Pediatrics
D46748,Emergency,21,2.87,Emergency
D46749,Urology,26,1.98,Urology
D46750,Emergency,10,3.38,Emergency
D46751,Oncology,25,2.08,Oncology
D46752,Emergency,6,4.64,Emergency
D46753,Urology,15,2.57,Urology
D46754,Pediatrics,24,1.58,Pediatrics
D46755,Neurology,16,4.55,Neurology
D46756,Urology,37,2.44,Urology
D46757,Pediatrics,4,3.58,Pediatrics
D46758,Pediatrics,18,4.42,Pediatrics
D46759,Gastroenterology,37,3.01,Gastroenterology
D46760,Cardiology,11,4.71,Cardiology
D46761,Orthopedics,13,4.01,Orthopedics
D46762,Gastroenterology,6,2.51,Gastroenterology
D46763,Oncology,33,1.5,Oncology
D46764,Cardiology,36,4.38,Cardiology
D46765,Neurology,21,3.65,Neurology
D46766,Urology,31,3.82,Urology
D46767,Cardiology,18,1.68,Cardiology
D46768,Neurology,17,1.15,Neurology
D46769,Pediatrics,9,1.96,Pediatrics
D46770,Urology,15,4.93,Urology
D46771,Cardiology,29,2.88,Cardiology
D46772,Emergency,4,3.66,Emergency
D46773,Neurology,24,1.51,Neurology
D46774,Neurology,11,3.66,Neurology
D46775,Oncology,24,4.5,Oncology
D46776,Orthopedics,12,3.65,Orthopedics
D46777,Emergency,31,2.37,Emergency
D46778,Urology,4,2.21,Urology
D46779,Cardiology,40,1.38,Cardiology
D46780,Pediatrics,20,4.86,Pediatrics
D46781,Cardiology,6,2.12,Cardiology
D46782,Orthopedics,5,1.11,Orthopedics
D46783,Gastroenterology,14,4.92,Gastroenterology
D46784,Orthopedics,15,4.53,Orthopedics
D46785,Urology,17,4.18,Urology
D46786,Urology,15,2.69,Urology
D46787,Urology,25,3.22,Urology
D46788,Urology,14,4.31,Urology
D46789,Gastroenterology,28,3.93,Gastroenterology
D46790,Neurology,31,1.23,Neurology
D46791,Cardiology,27,3.83,Cardiology
D46792,Emergency,36,3.28,Emergency
D46793,Pediatrics,16,1.7,Pediatrics
D46794,Pediatrics,35,3.22,Pediatrics
D46795,Oncology,13,3.32,Oncology
D46796,Neurology,21,1.41,Neurology
D46797,Urology,20,3.17,Urology
D46798,Orthopedics,8,1.32,Orthopedics
D46799,Urology,20,1.31,Urology
D46800,Urology,32,3.71,Urology
D46801,Orthopedics,6,4.39,Orthopedics
D46802,Neurology,14,2.75,Neurology
D46803,Emergency,34,2.65,Emergency
D46804,Urology,36,2.84,Urology
D46805,Oncology,12,3.32,Oncology
D46806,Oncology,34,4.65,Oncology
D46807,Emergency,16,2.69,Emergency
D46808,Neurology,35,4.56,Neurology
D46809,Urology,13,1.27,Urology
D46810,Gastroenterology,27,1.16,Gastroenterology
D46811,Cardiology,30,2.77,Cardiology
D46812,Cardiology,33,3.67,Cardiology
D46813,Pediatrics,36,4.27,Pediatrics
D46814,Emergency,32,1.66,Emergency
D46815,Cardiology,14,3.61,Cardiology
D46816,Pediatrics,40,4.39,Pediatrics
D46817,Oncology,20,3.0,Oncology
D46818,Pediatrics,27,1.18,Pediatrics
D46819,Urology,33,3.82,Urology
D46820,Urology,32,4.58,Urology
D46821,Oncology,29,2.43,Oncology
D46822,Emergency,36,3.79,Emergency
D46823,Neurology,7,1.19,Neurology
D46824,Orthopedics,22,3.22,Orthopedics
D46825,Orthopedics,25,1.84,Orthopedics
D46826,Urology,11,3.49,Urology
D46827,Orthopedics,3,1.78,Orthopedics
D46828,Urology,5,2.01,Urology
D46829,Pediatrics,33,1.85,Pediatrics
D46830,Pediatrics,9,3.27,Pediatrics
D46831,Pediatrics,11,1.15,Pediatrics
D46832,Cardiology,3,3.97,Cardiology
D46833,Gastroenterology,8,3.29,Gastroenterology
D46834,Oncology,36,3.24,Oncology
D46835,Emergency,9,4.68,Emergency
D46836,Pediatrics,36,1.93,Pediatrics
D46837,Emergency,33,3.84,Emergency
D46838,Gastroenterology,23,3.74,Gastroenterology
D46839,Pediatrics,3,3.05,Pediatrics
D46840,Urology,16,1.05,Urology
D46841,Gastroenterology,8,2.41,Gastroenterology
D46842,Emergency,1,1.14,Emergency
D46843,Cardiology,24,1.2,Cardiology
D46844,Pediatrics,29,3.61,Pediatrics
D46845,Neurology,13,2.06,Neurology
D46846,Oncology,2,1.53,Oncology
D46847,Urology,33,3.34,Urology
D46848,Gastroenterology,14,4.42,Gastroenterology
D46849,Gastroenterology,10,2.67,Gastroenterology
D46850,Pediatrics,4,3.29,Pediatrics
D46851,Gastroenterology,16,3.61,Gastroenterology
D46852,Emergency,33,1.49,Emergency
D46853,Orthopedics,13,3.99,Orthopedics
D46854,Pediatrics,5,3.35,Pediatrics
D46855,Urology,8,4.94,Urology
D46856,Oncology,8,1.32,Oncology
D46857,Oncology,31,4.77,Oncology
D46858,Oncology,21,2.38,Oncology
D46859,Neurology,10,2.87,Neurology
D46860,Orthopedics,21,1.74,Orthopedics
D46861,Urology,11,4.96,Urology
D46862,Neurology,24,2.06,Neurology
D46863,Neurology,28,1.82,Neurology
D46864,Gastroenterology,31,1.05,Gastroenterology
D46865,Pediatrics,12,3.89,Pediatrics
D46866,Urology,24,1.08,Urology
D46867,Urology,28,1.8,Urology
D46868,Gastroenterology,18,1.19,Gastroenterology
D46869,Pediatrics,33,3.03,Pediatrics
D46870,Cardiology,15,3.64,Cardiology
D46871,Neurology,28,3.87,Neurology
D46872,Oncology,28,2.51,Oncology
D46873,Orthopedics,40,1.57,Orthopedics
D46874,Emergency,12,3.17,Emergency
D46875,Orthopedics,23,1.09,Orthopedics
D46876,Neurology,30,2.39,Neurology
D46877,Emergency,24,4.66,Emergency
D46878,Pediatrics,9,4.21,Pediatrics
D46879,Orthopedics,13,2.52,Orthopedics
D46880,Emergency,20,3.58,Emergency
D46881,Cardiology,19,2.53,Cardiology
D46882,Urology,4,3.6,Urology
D46883,Oncology,26,4.6,Oncology
D46884,Emergency,18,3.6,Emergency
D46885,Emergency,33,2.62,Emergency
D46886,Orthopedics,20,1.17,Orthopedics
D46887,Pediatrics,21,1.99,Pediatrics
D46888,Pediatrics,40,2.42,Pediatrics
D46889,Gastroenterology,23,3.79,Gastroenterology
D46890,Urology,11,2.14,Urology
D46891,Oncology,6,4.41,Oncology
D46892,Gastroenterology,6,4.48,Gastroenterology
D46893,Gastroenterology,37,3.2,Gastroenterology
D46894,Emergency,11,4.12,Emergency
D46895,Urology,36,3.36,Urology
D46896,Orthopedics,8,3.38,Orthopedics
D46897,Orthopedics,24,3.27,Orthopedics
D46898,Orthopedics,10,3.49,Orthopedics
D46899,Oncology,19,2.73,Oncology
D46900,Urology,24,3.46,Urology
D46901,Emergency,33,2.26,Emergency
D46902,Orthopedics,40,3.86,Orthopedics
D46903,Pediatrics,23,2.72,Pediatrics
D46904,Pediatrics,7,3.36,Pediatrics
D46905,Pediatrics,5,4.46,Pediatrics
D46906,Cardiology,37,1.22,Cardiology
D46907,Urology,25,4.88,Urology
D46908,Orthopedics,13,4.59,Orthopedics
D46909,Emergency,10,3.05,Emergency
D46910,Urology,17,3.71,Urology
D46911,Pediatrics,40,3.01,Pediatrics
D46912,Neurology,14,4.15,Neurology
D46913,Neurology,11,1.58,Neurology
D46914,Orthopedics,10,2.28,Orthopedics
D46915,Urology,30,3.78,Urology
D46916,Orthopedics,16,4.04,Orthopedics
D46917,Oncology,37,4.26,Oncology
D46918,Neurology,14,2.32,Neurology
D46919,Neurology,30,3.07,Neurology
D46920,Urology,4,1.95,Urology
D46921,Gastroenterology,39,3.34,Gastroenterology
D46922,Cardiology,3,3.92,Cardiology
D46923,Cardiology,21,1.04,Cardiology
D46924,Pediatrics,22,1.02,Pediatrics
D46925,Orthopedics,4,2.68,Orthopedics
D46926,Emergency,23,2.66,Emergency
D46927,Gastroenterology,4,3.23,Gastroenterology
D46928,Orthopedics,6,2.59,Orthopedics
D46929,Oncology,38,3.75,Oncology
D46930,Orthopedics,25,2.25,Orthopedics
D46931,Gastroenterology,2,1.76,Gastroenterology
D46932,Orthopedics,33,4.1,Orthopedics
D46933,Emergency,37,2.02,Emergency
D46934,Emergency,34,3.6,Emergency
D46935,Oncology,26,1.25,Oncology
D46936,Cardiology,15,4.15,Cardiology
D46937,Gastroenterology,21,1.94,Gastroenterology
D46938,Orthopedics,17,2.58,Orthopedics
D46939,Neurology,20,3.69,Neurology
D46940,Pediatrics,8,1.46,Pediatrics
D46941,Urology,7,1.83,Urology
D46942,Cardiology,1,2.57,Cardiology
D46943,Pediatrics,3,2.22,Pediatrics
D46944,Neurology,38,2.29,Neurology
D46945,Cardiology,38,1.1,Cardiology
D46946,Gastroenterology,34,3.15,Gastroenterology
D46947,Oncology,31,1.72,Oncology
D46948,Emergency,8,4.92,Emergency
D46949,Oncology,25,1.55,Oncology
D46950,Neurology,28,4.78,Neurology
D46951,Urology,25,4.06,Urology
D46952,Orthopedics,1,2.22,Orthopedics
D46953,Oncology,16,3.33,Oncology
D46954,Neurology,3,3.19,Neurology
D46955,Emergency,37,1.03,Emergency
D46956,Cardiology,14,4.09,Cardiology
D46957,Pediatrics,14,4.46,Pediatrics
D46958,Neurology,40,4.75,Neurology
D46959,Neurology,15,1.28,Neurology
D46960,Gastroenterology,23,3.46,Gastroenterology
D46961,Urology,2,4.51,Urology
D46962,Cardiology,28,2.86,Cardiology
D46963,Neurology,39,1.44,Neurology
D46964,Neurology,11,1.8,Neurology
D46965,Pediatrics,27,4.08,Pediatrics
D46966,Orthopedics,22,2.21,Orthopedics
D46967,Emergency,14,4.63,Emergency
D46968,Oncology,17,1.17,Oncology
D46969,Gastroenterology,39,3.03,Gastroenterology
D46970,Cardiology,2,4.48,Cardiology
D46971,Pediatrics,30,4.94,Pediatrics
D46972,Pediatrics,29,2.01,Pediatrics
D46973,Oncology,39,4.47,Oncology
D46974,Cardiology,20,1.46,Cardiology
D46975,Cardiology,32,2.14,Cardiology
D46976,Gastroenterology,1,3.99,Gastroenterology
D46977,Emergency,35,4.16,Emergency
D46978,Cardiology,21,4.68,Cardiology
D46979,Gastroenterology,6,1.65,Gastroenterology
D46980,Neurology,19,4.93,Neurology
D46981,Oncology,35,3.33,Oncology
D46982,Cardiology,16,1.56,Cardiology
D46983,Orthopedics,13,3.18,Orthopedics
D46984,Orthopedics,14,4.5,Orthopedics
D46985,Emergency,10,2.23,Emergency
D46986,Pediatrics,13,2.48,Pediatrics
D46987,Neurology,32,1.39,Neurology
D46988,Cardiology,30,2.06,Cardiology
D46989,Oncology,6,3.33,Oncology
D46990,Cardiology,13,3.78,Cardiology
D46991,Gastroenterology,18,3.65,Gastroenterology
D46992,Urology,18,1.78,Urology
D46993,Orthopedics,23,1.43,Orthopedics
D46994,Emergency,36,4.85,Emergency
D46995,Pediatrics,28,1.73,Pediatrics
D46996,Urology,6,3.87,Urology
D46997,Oncology,16,1.78,Oncology
D46998,Cardiology,25,1.92,Cardiology
D46999,Emergency,12,1.46,Emergency
D47000,Neurology,28,4.67,Neurology
D47001,Gastroenterology,29,4.62,Gastroenterology
D47002,Gastroenterology,27,1.55,Gastroenterology
D47003,Cardiology,13,3.73,Cardiology
D47004,Orthopedics,16,3.45,Orthopedics
D47005,Cardiology,22,1.9,Cardiology
D47006,Cardiology,20,2.15,Cardiology
D47007,Neurology,33,3.12,Neurology
D47008,Cardiology,7,2.77,Cardiology
D47009,Emergency,36,2.43,Emergency
D47010,Neurology,9,2.68,Neurology
D47011,Neurology,11,3.4,Neurology
D47012,Orthopedics,25,1.02,Orthopedics
D47013,Urology,33,3.89,Urology
